,Products bought by the customer,New products bought by the customer
Customer_339,Bisküvi;Acı Sos;Şampuan;Nemlendirici bakım kremi;Kalamar;Saç boyası;Patates;Tavuk Bulyon;Baldo pirinç;Saç kremi;Vücut losyonu;Milföy;Çörek otu;Güneş kremi;Böğürtlen;Bezelye;Makarna;Kurabiye;Saç kremi;Biber salçası;Soya sosu;Diş fırçası;Vücut losyonu;İçli Köfte;Kurabiye;Domates salçası,Peeling krem
Customer_210,Yoğurt;Karabiber;Tavuk Bulyon;Soya sosu;Kırmızı mercimek;Közlenmiş biber;Ayçiçek yağı;Şampuan;Sarımsak sosu;Kuru İncir;Un;Nohut;Patlıcan;Sirke;Karides;Acı Sos;Tarçın,Kurutulmuş Kivi
Customer_919,Nar ekşisi;Ton balığı;Karides;İçli Köfte;Zeytinyağı;Kırmızı mercimek;Kırı üzüm;Un;Közlenmiş biber;Bisküvi;Ihlamur;Bezelye;Soya sosu,Kinoa tohumu
Customer_479,Krem şanti;Jelibon;İçli Köfte;Bira;Beyaz şarap;Toz şeker;Nane likörü;Patlıcan;Ayçiçek yağı;Pizza;Tavuk Bulyon;Viski;Şehriye;Çikolata;Erişte;Köfte;Kırmızı şarap;Domates salçası;Bezelye;Patlıcan;Tavuk Bulyon;Köfte harcı;Kalamar;Bira;Baldo pirinç,Karamelli likör
Customer_805,Köfte;Sarımsak sosu;Vücut losyonu;Tavuk Bulyon;Güneş kremi;Kalem;Patates;Tavuk Bulyon;Patlıcan;Beyaz şarap;Saç boyası;Kalamar;Bezelye;Yer fıstığı;Yer fıstığı;Karabiber;Yoğurt;Nemlendirici bakım kremi,Peeling krem
Customer_901,Nohut;Garnitür;Domates salçası;Közlenmiş biber;Şehriye;Kuru İncir;Limon sos;Baldo pirinç;Baldo pirinç;Karides;Biber salçası;Ketçap;Nane likörü;Un;Soya sosu;Fasulye turşu;Sirke;Çörek otu;Nohut;Çörek otu;El mantısı;Közlenmiş biber;Krem şanti;Ayçiçek yağı,Kurutulmuş Kivi
Customer_512,Keçi boynuzu;Közlenmiş biber;Ketçap;Acı Sos;Köfte;Bezelye;Un;Krem şanti;El mantısı;Susam;Bisküvi;Yer fıstığı;Nohut;Kuru kayısı;Ton balığı,Kurutulmuş Kivi
Customer_472,Kırmızı şarap;Zeytinyağı;Viski;Nar ekşisi;Erişte;Sarımsak sosu;Krem şanti;Fasulye turşu;Baldo pirinç;Kahve likörü;Nohut;Kalamar;Kırmızı mercimek;Erişte;Köfte harcı;Un;Fasulye turşu;Acı Sos;Kuru üzüm,Karamelli likör
Customer_116,Domates salçası;Bezelye;Kuru üzüm;Böğürtlen;Yoğurt;Böğürtlen;Toz şeker;Acı Sos;Toz şeker;Köfte harcı;Karabiber;Soya sosu;Kalem;Közlenmiş biber;Kalem;Cips;Biber salçası;Kuru kayısı;Zeytinyağı;Sarımsak sosu;Patlıcan;Baldo pirinç;Yoğurt,Karamelli likör
Customer_613,Tavuk Bulyon;Köfte harcı;Sirke;Makarna;Zeytinyağı;Kurabiye;Un;Köfte;Köfte harcı;Yoğurt;Kırı üzüm;Domates salçası;Baldo pirinç;Yulaf;Keçi boynuzu;Tarçın,Kurutulmuş Kivi
Customer_781,Şehriye;Böğürtlen;Kırmızı mercimek;Viski;Zeytinyağı;Kırı üzüm;Çikolata;Kuru İncir;Bisküvi;Bisküvi;Beyaz şarap;Nane likörü;Kırmızı mercimek;Közlenmiş biber;Kalamar;Çörek otu;Yer fıstığı;Nar ekşisi,Karamelli likör
Customer_709,Milföy;Közlenmiş biber;Şampuan;Nohut;Baldo pirinç;Karabiber;Bisküvi;Kalem;Un;Fasulye turşu;Biber salçası;Kuru kayısı;Sirke;Susam;Krem şanti;Erişte;Nohut;Domates salçası,Kurutulmuş Kivi
Customer_158,Domates salçası;Acı Sos;Sirke;Tarçın;Milföy;Kuru İncir;Garnitür;Kuru dut;Zeytinyağı;Sirke;Baldo pirinç;Kalem;Tavuk Bulyon,Kurutulmuş Kivi
Customer_249,Nar ekşisi;Kuru İncir;Jelibon;Tarçın;Sirke;Şehriye;Patates;Çörek otu;Şehriye;Toz şeker;Bezelye;Makarna;Diş fırçası;Böğürtlen;Krem şanti;Kuru dut,Peeling krem
Customer_711,Ayçiçek yağı;Patlıcan;Karabiber;Böğürtlen;Makarna;Sirke;Çörek otu;Yer fıstığı;Kalamar;Bira;Çikolata;Viski;Baldo pirinç;Cips;Limon sos;Kahve likörü;Ton balığı;Soya sosu;Keçi boynuzu;Közlenmiş biber;Kırmızı mercimek;Kırmızı şarap,Karamelli likör
Customer_626,Köfte;Vücut losyonu;Limon sos;Kalamar;Erişte;Zeytinyağı;İçli Köfte;Fasulye turşu;Un;Patlıcan;Tavuk Bulyon;Un;Limon sos;Garnitür;Keçi boynuzu;Çörek otu;Nohut;Bezelye;Ketçap;Şehriye;Susam;Böğürtlen;Patates,Peeling krem
Customer_230,İçli Köfte;Yeşil çay;Yer fıstığı;Makarna;Patlıcan;Makarna;Ketçap;Ayçiçek yağı;Soya sosu;Sarımsak sosu;Kırı üzüm;Krem şanti;Köfte harcı;Kalem;Çörek otu;Meksika fasülyesi;Yoğurt;Yulaf;İçli Köfte;El mantısı,Kinoa tohumu
Customer_584,Közlenmiş biber;Limon sos;Krem şanti;Kalem;El mantısı;Tarçın;Ihlamur;Soya sosu;Zeytinyağı;Susam;Yulaf;Böğürtlen;Kahve likörü;Viski;Yer fıstığı;Yoğurt;Soya sosu;Köfte;Biber salçası,Kinoa tohumu
Customer_340,El mantısı;Saç boyası;Ihlamur;Susam;Köfte harcı;Ton balığı;Pizza;Ketçap;Erişte;Yoğurt;Kurabiye;Limon sos;Şehriye;Zeytinyağı;Tavuk Bulyon;Jelibon;Yoğurt;Keçi boynuzu;Bisküvi,Kinoa tohumu
Customer_554,Garnitür;Kırmızı mercimek;Bisküvi;Nemlendirici bakım kremi;Keçi boynuzu;Tarçın;Kurabiye;Bisküvi;Toz şeker;Güneş kremi;Limon sos;Kırmızı mercimek;Diş macunu;Sarımsak sosu;Ton balığı;Sirke;Erişte;Pizza;Saç kremi;Diş fırçası;Krem şanti;Köfte harcı;Patlıcan,Peeling krem
Customer_373,Köfte;Susam;Nane likörü;Çikolata;Kırmızı şarap;Viski;Karides;Bisküvi;Jelibon;Un;Közlenmiş biber;Bira;Fasulye turşu;Soya sosu;Ayçiçek yağı;Karabiber;Garnitür;Milföy;Toz şeker;Sirke;Kalamar;Ton balığı;Fasulye turşu;Baldo pirinç;Pizza;Ketçap,Karamelli likör
Customer_998,Soya sosu;Böğürtlen;Baldo pirinç;Yer fıstığı;Kırmızı mercimek;Köfte;Kuru dut;Kalem;Kurabiye;Un;Yeşil çay;Közlenmiş biber;Makarna;Kırmızı mercimek;Tarçın;Sarımsak sosu;Kırı üzüm;Ketçap,Kurutulmuş Kivi
Customer_744,Diş fırçası;İçli Köfte;Saç kremi;Un;İçli Köfte;Krem şanti;Garnitür;Karabiber;Susam;Saç boyası;Tavuk Bulyon;Ayçiçek yağı;Tavuk Bulyon;Kahve likörü;Vücut losyonu;Limon sos;Domates salçası;El mantısı;Zeytinyağı;Sirke;Şampuan;Diş macunu;Kalem,Peeling krem
Customer_646,Milföy;Krem şanti;Kırmızı mercimek;Patates;Acı Sos;Karides;Kuru kayısı;Garnitür;Kuru dut;El mantısı;Zeytinyağı;Biber salçası;Çikolata;Kalem;Zeytinyağı;Yoğurt;Tavuk Bulyon;Bisküvi;Cips;Közlenmiş biber;Şehriye,Kurutulmuş Kivi
Customer_121,Soya sosu;Bezelye;Karides;Karabiber;Bisküvi;El mantısı;Yoğurt;Soya sosu;Kırı üzüm;Kırı üzüm;Jelibon;Erişte;Milföy;Bezelye;Patlıcan;Acı Sos;Kuru İncir;Patates;Tarçın;Limon sos,Kurutulmuş Kivi
Customer_963,Bira;Erişte;Kırmızı mercimek;Kuru dut;Kuru üzüm;Sirke;Baldo pirinç;Milföy;Makarna;Cips;İçli Köfte;Pizza;Un;Kahve likörü;Yer fıstığı;Ketçap;Krem şanti;Toz şeker;Bezelye;Yer fıstığı;Karabiber;Yoğurt;Beyaz şarap,Karamelli likör
Customer_406,Çikolata;Patates;Tavuk Bulyon;İçli Köfte;Viski;Jelibon;Erişte;Susam;Ayçiçek yağı;Cips;Patlıcan;Acı Sos;Nohut;Cips;Jelibon;Limon sos;Kalamar;Milföy;Çörek otu;Karides,Karamelli likör
Customer_736,Milföy;Ketçap;Yer fıstığı;Nar ekşisi;Yulaf;Ayçiçek yağı;Karides;Köfte;Keçi boynuzu;Kalamar;Kalem;Milföy;Ihlamur;Un;Biber salçası;Patates;Cips;Tarçın;Erişte;Şehriye;Çörek otu;Soya sosu;Domates salçası;Ketçap,Kinoa tohumu
Customer_261,Zeytinyağı;Kurabiye;Susam;Tavuk Bulyon;Saç boyası;Vücut losyonu;Böğürtlen;Kalem;Saç kremi;Diş fırçası;Kırmızı mercimek;Bisküvi;Susam;Zeytinyağı;Ihlamur;Diş macunu;Makarna;Un;Şampuan;Közlenmiş biber,Peeling krem
Customer_546,Zeytinyağı;El mantısı;Kalem;Kuru dut;Diş fırçası;Kalamar;Közlenmiş biber;Fasulye turşu;Un;Pizza;Yer fıstığı;Saç boyası;Kırmızı mercimek;Kırı üzüm;Nemlendirici bakım kremi;Domates salçası;Garnitür;Diş macunu;Saç kremi;Toz şeker,Peeling krem
Customer_254,Köfte harcı;Baldo pirinç;Cips;Köfte harcı;Viski;Kalamar;Tarçın;Baldo pirinç;Beyaz şarap;Böğürtlen;Limon sos;Domates salçası;Kuru üzüm;Çikolata;Viski;Fasulye turşu;Ayçiçek yağı;Kuru üzüm;Erişte;Yoğurt;Toz şeker;Közlenmiş biber;Makarna;Kırmızı şarap,Karamelli likör
Customer_329,Domates salçası;Köfte;Vücut losyonu;Jelibon;Saç kremi;Diş fırçası;Kalamar;Erişte;Diş macunu;Kırmızı mercimek;Pizza;Beyaz şarap;Tarçın;Patlıcan;Kalamar;Un;Makarna;Közlenmiş biber;Garnitür;Güneş kremi;Nemlendirici bakım kremi;Toz şeker;Zeytinyağı;Sarımsak sosu;Sirke;Kahve likörü,Peeling krem
Customer_789,Acı Sos;Kurabiye;Kurabiye;Susam;Nar ekşisi;Viski;Bezelye;Böğürtlen;Bisküvi;Pizza;Kırmızı şarap;Nane likörü;Ayçiçek yağı;Çörek otu;Patates;Zeytinyağı;Kahve likörü;Közlenmiş biber;Beyaz şarap;Saç boyası;Köfte harcı,Karamelli likör
Customer_407,Patates;Tarçın;Köfte harcı;Milföy;Tavuk Bulyon;Domates salçası;Kurabiye;Ihlamur;Nar ekşisi;Sirke;El mantısı;Kalamar;Domates salçası;Papatya çayı;Köfte harcı;Milföy;Kuru İncir;Zeytinyağı,Kurutulmuş Kivi
Customer_32,Erişte;Güneş kremi;Susam;Fasulye turşu;Garnitür;Kırı üzüm;Ayçiçek yağı;Yer fıstığı;Kuru dut;Patlıcan;Sirke;Biber salçası;Patates;Patlıcan;Biber salçası,Kurutulmuş Kivi
Customer_989,Soya sosu;Kırmızı şarap;Toz şeker;Bira;Susam;Erişte;İçli Köfte;Ayçiçek yağı;Köfte harcı;Sarımsak sosu;Şehriye;Şehriye;Bezelye;Karides;Viski;İçli Köfte;Ihlamur;Yoğurt;Kuru üzüm;Çörek otu;Makarna;Karides,Karamelli likör
Customer_191,Cips;Yer fıstığı;Erişte;Kuru üzüm;Viski;Bira;Tavuk Bulyon;Un;Jelibon;Susam;Çikolata;Sarımsak sosu;Domates salçası;Kırmızı şarap;Garnitür;Beyaz şarap;Kırmızı mercimek;Tarçın;Zeytinyağı;Nane likörü;Kalem,Karamelli likör
Customer_773,Kırmızı mercimek;Tarçın;Acı Sos;İçli Köfte;Viski;Köfte harcı;Yer fıstığı;Bezelye;Böğürtlen;Acı Sos;Ketçap;Nohut;Cips;Güneş kremi;Biber salçası;Un;Kahve likörü;Köfte;Yoğurt;Sarımsak sosu;Çikolata;Nane likörü;Patates,Karamelli likör
Customer_463,Kalamar;Biber salçası;İçli Köfte;Şehriye;El mantısı;Közlenmiş biber;Ketçap;Kurabiye;Kurabiye;Susam;Çikolata;Erişte;Zeytinyağı;Patlıcan;Milföy;Kırmızı şarap;Çörek otu;Bisküvi;El mantısı;Baldo pirinç;Nar ekşisi;Kırmızı şarap;Bira,Karamelli likör
Customer_88,Ton balığı;Biber salçası;İçli Köfte;Pizza;Bisküvi;Milföy;Saç kremi;Nemlendirici bakım kremi;Saç boyası;Papatya çayı;Köfte;Patates;Sarımsak sosu;Susam;Şehriye;Zeytinyağı;Sirke;Sirke;Bezelye;Kırmızı mercimek;Limon sos;Diş fırçası;Nar ekşisi,Peeling krem
Customer_342,Domates salçası;Soya sosu;Kuru dut;Papatya çayı;Garnitür;Sirke;Limon sos;Közlenmiş biber;Yer fıstığı;Köfte harcı;Makarna;Acı Sos;Kurabiye;Yer fıstığı;Yoğurt;Pizza;Bisküvi;Kırmızı mercimek;Kuru kayısı;Keçi boynuzu;Kırmızı mercimek;Biber salçası;Yulaf,Kinoa tohumu
Customer_425,Şehriye;Nar ekşisi;Acı Sos;Domates salçası;Kuru dut;Bezelye;Patlıcan;Köfte;El mantısı;Nar ekşisi;Ayçiçek yağı;Limon sos;Kuru dut;Nohut;İçli Köfte;Kırmızı mercimek;Kuru kayısı;Baldo pirinç;Kuru kayısı;Bisküvi,Kurutulmuş Kivi
Customer_779,Saç kremi;Karabiber;Saç boyası;Un;Biber salçası;Tavuk Bulyon;Bezelye;Domates salçası;Milföy;Fasulye turşu;Sarımsak sosu;Güneş kremi;Sirke;Patlıcan;Vücut losyonu;Acı Sos;Yeşil çay;Sirke;Çörek otu,Peeling krem
Customer_876,Nohut;Böğürtlen;Köfte harcı;Bezelye;Makarna;Güneş kremi;Kurabiye;Milföy;Fasulye turşu;Kuru üzüm;Karabiber;Yer fıstığı;Jelibon;Diş fırçası;Tarçın;Nemlendirici bakım kremi;Şampuan;Bezelye;Saç boyası,Peeling krem
Customer_928,Diş macunu;Diş macunu;Köfte harcı;Nemlendirici bakım kremi;İçli Köfte;Fasulye turşu;Saç boyası;Yer fıstığı;Pizza;Yoğurt;Kalem;Bisküvi;El mantısı;Ayçiçek yağı;Köfte harcı;Böğürtlen,Peeling krem
Customer_105,Garnitür;Susam;Garnitür;Kırı üzüm;Milföy;Nar ekşisi;Yer fıstığı;Sarımsak sosu;Kalem;Makarna;Erişte;Kırı üzüm;Şehriye;Pizza;Kurabiye;Tavuk Bulyon;Sarımsak sosu;Karides;Kuru kayısı;Krem şanti;Patlıcan;Jelibon;El mantısı,Kurutulmuş Kivi
Customer_726,Papatya çayı;Ihlamur;Çörek otu;Acı Sos;Milföy;Baldo pirinç;Nar ekşisi;Garnitür;Kalem;Soya sosu;Nar ekşisi;Kuru İncir;Közlenmiş biber;Kalamar;Karides;Karabiber,Kinoa tohumu
Customer_909,Sarımsak sosu;Karabiber;Şehriye;Vücut losyonu;Jelibon;Bezelye;Böğürtlen;Diş macunu;Baldo pirinç;Böğürtlen;Domates salçası;Saç kremi;Vücut losyonu;Diş macunu;Patlıcan;Ayçiçek yağı;İçli Köfte;Kırmızı mercimek;Karides;Patlıcan;Domates salçası;Ayçiçek yağı,Peeling krem
Customer_294,Patates;El mantısı;Nemlendirici bakım kremi;Erişte;Garnitür;Çörek otu;Erişte;Çörek otu;Acı Sos;Kırmızı mercimek;Tavuk Bulyon;Yulaf;Saç kremi;Nohut;Yoğurt;Limon sos;Ihlamur;Susam;Bisküvi;Susam;Karabiber;Papatya çayı;Bisküvi;Yer fıstığı;Diş fırçası,Kinoa tohumu
Customer_490,Pizza;Çörek otu;Nar ekşisi;Böğürtlen;Garnitür;Domates salçası;Çörek otu;Patlıcan;Ketçap;Köfte;Saç boyası;Kırmızı şarap;Pizza;Tavuk Bulyon;Jelibon;Vücut losyonu;Şehriye;Zeytinyağı;Jelibon,Karamelli likör
Customer_851,Yoğurt;Patates;Soya sosu;Makarna;Papatya çayı;Sirke;El mantısı;Domates salçası;Ton balığı;Toz şeker;Kuru kayısı;Zeytinyağı;Zeytinyağı;Yer fıstığı;Meksika fasülyesi;Tavuk Bulyon;Patlıcan;Patates;Böğürtlen;Keçi boynuzu;Biber salçası;Kalamar;Çörek otu,Kinoa tohumu
Customer_644,Acı Sos;Patates;Közlenmiş biber;Diş macunu;Sarımsak sosu;Soya sosu;Tavuk Bulyon;Kuru İncir;Nohut;Un;Bezelye;Kırı üzüm;Şehriye;Erişte;Nar ekşisi;Güneş kremi;Kalamar;İçli Köfte;Diş fırçası,Kurutulmuş Kivi
Customer_518,Bira;Erişte;Kırı üzüm;El mantısı;Kalem;Kuru dut;Pizza;Patates;Karides;Nohut;Şehriye;Bisküvi;Köfte;Ayçiçek yağı;Sirke;Kırmızı mercimek;Makarna;Jelibon;Jelibon;Biber salçası,Kurutulmuş Kivi
Customer_164,Kurabiye;Kalem;Çörek otu;Közlenmiş biber;Limon sos;Kalamar;Kalamar;Sarımsak sosu;Saç boyası;Vücut losyonu;Köfte;Karabiber;Sirke;Susam;Nohut;Güneş kremi;Bisküvi;Jelibon;Tavuk Bulyon;Kırı üzüm;Diş macunu;Şehriye;Biber salçası;Patates,Kurutulmuş Kivi
Customer_677,Kuru İncir;Tavuk Bulyon;Krem şanti;Limon sos;Ayçiçek yağı;Ton balığı;Yeşil çay;Jelibon;Kalamar;Makarna;Susam;Sarımsak sosu;Yoğurt;Ketçap;Kuru dut;Ihlamur;Garnitür;Tarçın;El mantısı;Keçi boynuzu,Kinoa tohumu
Customer_95,Sirke;Köfte;Keçi boynuzu;Papatya çayı;Baldo pirinç;Fasulye turşu;Meksika fasülyesi;Köfte harcı;Kalem;Milföy;Makarna;Karabiber;Tavuk Bulyon;Jelibon;Sarımsak sosu;Soya sosu;Milföy;Yeşil çay;El mantısı;Kuru kayısı,Kinoa tohumu
Customer_780,Kuru dut;Erişte;Kırmızı mercimek;Güneş kremi;Karides;Sirke;Yoğurt;Soya sosu;Közlenmiş biber;Diş macunu;Baldo pirinç;Böğürtlen;Patates;Limon sos;Susam;Milföy;Saç boyası;Közlenmiş biber;Limon sos,Peeling krem
Customer_647,Nar ekşisi;Yeşil çay;Kurabiye;Sirke;Nar ekşisi;Ton balığı;Çörek otu;Pizza;Ketçap;Kalamar;Soya sosu;Patlıcan;Karides;Toz şeker;Yulaf;Pizza;Ketçap;Garnitür,Kinoa tohumu
Customer_274,Yer fıstığı;Nar ekşisi;Patlıcan;Kuru üzüm;Kırmızı mercimek;Un;Ton balığı;Yoğurt;Közlenmiş biber;Bisküvi;Baldo pirinç;Kırmızı mercimek;Yoğurt;Nane likörü;Zeytinyağı;Çörek otu;Kahve likörü;Tavuk Bulyon;Yer fıstığı,Karamelli likör
Customer_864,Un;Köfte;Sarımsak sosu;Böğürtlen;Toz şeker;Biber salçası;Kuru İncir;Kalamar;Böğürtlen;Nohut;Karabiber;Ayçiçek yağı;Yoğurt;Karides;Yoğurt;Yulaf;Makarna;Kuru dut;Jelibon,Kurutulmuş Kivi
Customer_47,Nar ekşisi;Nohut;Ihlamur;Kırı üzüm;İçli Köfte;Soya sosu;Erişte;Kırmızı mercimek;Susam;Karabiber;Keçi boynuzu;Yeşil çay;Kalamar;Meksika fasülyesi;Yulaf;Kuru kayısı;Pizza;Kalem;Çörek otu,Kinoa tohumu
Customer_716,Köfte harcı;Bisküvi;Baldo pirinç;Güneş kremi;Tarçın;Yer fıstığı;Nohut;Bisküvi;Çörek otu;Garnitür;Kurabiye;Nemlendirici bakım kremi;Saç kremi;Ketçap;Sarımsak sosu;İçli Köfte;Yoğurt;Acı Sos;Saç boyası;Patlıcan;Erişte,Peeling krem
Customer_880,Papatya çayı;Közlenmiş biber;Sirke;Karides;Köfte;Ihlamur;Yoğurt;El mantısı;Kırmızı mercimek;Krem şanti;Meksika fasülyesi;Kuru İncir;Limon sos;Yeşil çay;Kurabiye;Közlenmiş biber;Erişte;Ton balığı;Ketçap;Karabiber;Bezelye;Tarçın;Pizza;Şehriye;Jelibon;Patates;Makarna,Kinoa tohumu
Customer_469,Papatya çayı;Makarna;Böğürtlen;Kırı üzüm;Bezelye;Tarçın;Yoğurt;Zeytinyağı;Tarçın;El mantısı;Kuru dut;Fasulye turşu;Susam;Sarımsak sosu,Kurutulmuş Kivi
Customer_326,Makarna;Baldo pirinç;Kurabiye;Bira;Fasulye turşu;Vücut losyonu;Yer fıstığı;El mantısı;Jelibon;Saç kremi;Közlenmiş biber;Krem şanti;Nohut;Erişte;Un;Kırmızı şarap;Jelibon;Tavuk Bulyon;Şehriye;Toz şeker;Soya sosu,Peeling krem
Customer_451,Limon sos;Ketçap;Kalamar;Erişte;Kurabiye;Sarımsak sosu;Çörek otu;Kırı üzüm;İçli Köfte;Köfte;Kuru dut;Kuru üzüm;Çörek otu;Bezelye;Böğürtlen;Nar ekşisi;Karabiber;Kalem;Fasulye turşu;Jelibon;Tarçın;Zeytinyağı,Kurutulmuş Kivi
Customer_124,Milföy;Toz şeker;Közlenmiş biber;Cips;El mantısı;Kurabiye;Çikolata;Kırı üzüm;Limon sos;Makarna;Susam;Kırmızı şarap;Pizza;Yoğurt;Un;Domates salçası;Beyaz şarap;Karides;Patlıcan;Nane likörü;Milföy;Viski;İçli Köfte;Ketçap;Garnitür,Karamelli likör
Customer_975,Bezelye;Krem şanti;Kırmızı mercimek;Cips;Pizza;Karabiber;Yer fıstığı;Patlıcan;Viski;Çikolata;Ketçap;Fasulye turşu;Cips;Un;Kuru üzüm;Nar ekşisi;Kalem;Soya sosu;Kahve likörü;Közlenmiş biber,Karamelli likör
Customer_20,Milföy;Güneş kremi;Diş fırçası;Patlıcan;Yer fıstığı;Kırmızı mercimek;Ketçap;Saç kremi;Baldo pirinç;Fasulye turşu;Vücut losyonu;Çörek otu;Bisküvi;Ketçap;Güneş kremi;Saç kremi,Peeling krem
Customer_382,Pizza;Ayçiçek yağı;Ketçap;Saç boyası;Toz şeker;Diş fırçası;Keçi boynuzu;Kurabiye;Kırmızı mercimek;Bezelye;Toz şeker;Jelibon;Garnitür;Vücut losyonu;Susam;Papatya çayı;Fasulye turşu;Soya sosu;Bisküvi;Nar ekşisi;Şehriye,Peeling krem
Customer_915,Kuru dut;Bisküvi;Bezelye;Şehriye;Un;İçli Köfte;Yer fıstığı;Köfte harcı;Sirke;Toz şeker;Krem şanti;Kırmızı mercimek;Un;Çikolata;Baldo pirinç;Makarna;Kurabiye;Garnitür,Kurutulmuş Kivi
Customer_732,Bezelye;Kurabiye;Ketçap;Kırmızı mercimek;Sarımsak sosu;Ihlamur;Kurabiye;Ton balığı;Nane likörü;Limon sos;Kırmızı mercimek;Soya sosu;Baldo pirinç;Tavuk Bulyon;Nar ekşisi;Çörek otu;Papatya çayı;Kalamar;Kalem;Jelibon;Köfte;Fasulye turşu;Fasulye turşu;Yulaf,Kinoa tohumu
Customer_177,Sirke;Böğürtlen;Viski;Nar ekşisi;Krem şanti;Çörek otu;Nane likörü;Bisküvi;Acı Sos;Çörek otu;Fasulye turşu;Baldo pirinç;Patates;Güneş kremi;Nohut;Şampuan;Kalamar;El mantısı;Cips;Garnitür,Peeling krem
Customer_196,Garnitür;Diş macunu;Soya sosu;Bisküvi;Kalem;Şehriye;Tarçın;İçli Köfte;Pizza;Patates;Ayçiçek yağı;Fasulye turşu;Diş fırçası;Zeytinyağı,Peeling krem
Customer_910,Közlenmiş biber;Kuru dut;Patates;Jelibon;Toz şeker;Soya sosu;Yer fıstığı;Milföy;Fasulye turşu;Şehriye;Nohut;Kırı üzüm;Kuru dut;Çörek otu,Kurutulmuş Kivi
Customer_620,Yer fıstığı;Kalem;Yulaf;Jelibon;Patates;Ihlamur;Bisküvi;Çörek otu;Nohut;Sirke;Şehriye;Domates salçası;Un;Kuru dut;Susam;Yeşil çay;Karabiber;Krem şanti;Köfte;Kırı üzüm;Nohut;Sarımsak sosu;Zeytinyağı;Acı Sos;Şehriye,Kinoa tohumu
Customer_302,Köfte harcı;Çörek otu;Un;Şehriye;Cips;Çikolata;Susam;Makarna;Acı Sos;Biber salçası;Viski;Yer fıstığı;El mantısı;Nohut;Kurabiye;Nar ekşisi;Biber salçası;Közlenmiş biber;Kuru İncir;Şehriye;Kırı üzüm;Çörek otu,Kurutulmuş Kivi
Customer_573,Böğürtlen;Karides;Zeytinyağı;Fasulye turşu;Cips;Nar ekşisi;Yer fıstığı;Köfte harcı;Sirke;Baldo pirinç;Un;Közlenmiş biber;Kahve likörü;Nohut;Karabiber;Çikolata;Ketçap;Ayçiçek yağı;Toz şeker;Bezelye,Karamelli likör
Customer_381,Vücut losyonu;Krem şanti;Tarçın;Nar ekşisi;Tavuk Bulyon;Patlıcan;Diş fırçası;Bezelye;Bisküvi;Çörek otu;Tarçın;Çörek otu;Ayçiçek yağı;Limon sos;Fasulye turşu;Biber salçası;Şehriye;Saç kremi;Toz şeker;Nemlendirici bakım kremi;Kurabiye;Makarna,Peeling krem
Customer_127,Kalem;Köfte harcı;Kurabiye;Un;Patlıcan;Şampuan;Güneş kremi;Biber salçası;Kalamar;Pizza;Soya sosu;Bisküvi;Nemlendirici bakım kremi;Acı Sos;Karabiber;Diş fırçası;Şehriye;Patates;Vücut losyonu;Saç boyası;Vücut losyonu;Biber salçası,Peeling krem
Customer_763,Zeytinyağı;Kuru üzüm;Kuru İncir;Garnitür;Nohut;Bezelye;Sirke;Ketçap;Kurabiye;Pizza;Tarçın;Pizza;Kahve likörü;Böğürtlen;Bira;Baldo pirinç;Sarımsak sosu;Susam;Ketçap;Nohut;Köfte harcı,Kurutulmuş Kivi
Customer_152,Kahve likörü;Tavuk Bulyon;Tarçın;Kalem;Köfte;Cips;Susam;Garnitür;Nohut;Viski;Sarımsak sosu;Kahve likörü;Kırmızı şarap;El mantısı;Pizza;Nar ekşisi;Pizza;Böğürtlen;Çikolata;Kuru üzüm;Tarçın;Krem şanti;Yoğurt;Bezelye,Karamelli likör
Customer_722,Milföy;Ayçiçek yağı;Un;Kalamar;El mantısı;Bezelye;Bezelye;Nane likörü;Kırmızı mercimek;Çörek otu;Diş macunu;Köfte harcı;Karides;Tarçın;İçli Köfte;Baldo pirinç;Makarna;Kahve likörü;Cips;Köfte harcı,Karamelli likör
Customer_844,Biber salçası;Fasulye turşu;Acı Sos;Kahve likörü;Tarçın;Biber salçası;Bezelye;Domates salçası;Ketçap;Fasulye turşu;Kırmızı şarap;Viski;Makarna;Köfte harcı;El mantısı;Bira;Susam;Çikolata;Nane likörü;Sirke;Makarna,Karamelli likör
Customer_965,Domates salçası;Böğürtlen;Nar ekşisi;Baldo pirinç;Limon sos;Şampuan;Şehriye;Yoğurt;Güneş kremi;Bisküvi;Patates;Saç kremi;Patlıcan;Jelibon;Patates;Kalamar;Nemlendirici bakım kremi;Milföy;Diş fırçası;Diş macunu;Sarımsak sosu;Köfte harcı;Biber salçası;Karabiber;Kuru İncir,Peeling krem
Customer_265,El mantısı;Keçi boynuzu;Domates salçası;Patates;Jelibon;Jelibon;Yoğurt;Baldo pirinç;Ihlamur;Zeytinyağı;Milföy;Köfte;Fasulye turşu;Bira;Biber salçası;Ketçap;Kurabiye,Kinoa tohumu
Customer_969,Közlenmiş biber;Ihlamur;Köfte harcı;Milföy;Kurabiye;Yulaf;Limon sos;Pizza;Makarna;Soya sosu;Patates;Sirke;Biber salçası;Keçi boynuzu;Erişte;Ihlamur;Keçi boynuzu;Un;Böğürtlen;Böğürtlen;Bisküvi;Papatya çayı;Ton balığı;Tarçın;Limon sos;Kalamar;El mantısı;Domates salçası;Köfte;Ayçiçek yağı,Kinoa tohumu
